,citys,latlong,spots,provinces
2388,武汉,"114.469300,30.720016",农耕年华,湖北
2389,十堰,"110.686901,31.880320",野人谷,湖北
2390,宜昌,"110.699299,31.265643",昭君村,湖北
2391,襄阳,"112.755407,31.974717",白水寺,湖北
2392,襄阳,"111.832391,31.769736",水镜庄,湖北
2393,宜昌,"111.193875,30.206186",奥陶纪石林,湖北
2394,黄冈,"114.995663,31.225895",麻城五脑山森林公园,湖北
2395,黄石,"114.818406,29.765774",仙岛湖,湖北
2396,黄石,"114.941950,30.207158",东方山,湖北
2397,襄阳,"113.104298,32.388452",枣阳市白竹园寺,湖北
2398,宜昌,"110.936954,30.754163",泗溪生态旅游风景区,湖北
2399,黄冈,"115.462983,30.213147",蕲春三江生态旅游度假区,湖北
2400,荆州,"112.239483,30.304216",北阐水利旅游风景区,湖北
2401,黄石,"114.976998,30.090131",青龙山公园,湖北
2402,咸宁,"114.473757,29.844711",澄水洞旅游区,湖北
2403,孝感,"113.917752,30.919643",董永公园,湖北
2404,武汉,"114.223144,30.554996",晴川阁,湖北
2405,恩施,"109.419856,30.258546",龙麟宫,湖北
2406,武汉,"114.320761,30.540288",长春观,湖北
2407,随州,"112.940912,31.621793",琵琶湖,湖北
2408,宜昌,"111.301996,30.284622",古潮音洞,湖北
2409,襄阳,"111.479955,32.154962",南河小三峡,湖北
2410,武汉,"114.343430,30.587034",武汉中华奇石馆,湖北
2411,黄冈,"114.619243,31.571508",黄冈天台山,湖北
2412,十堰,"110.710187,32.635171",张湾龙泉寺,湖北
2413,十堰,"110.119545,32.167884",竹溪楠木寨旅游区,湖北
2414,荆州,"113.454425,29.793523",洪湖市湘鄂西苏区革命烈士陵园,湖北
2415,黄石,"115.165001,30.206314",西塞山,湖北
2416,咸宁,"113.968301,29.669458",中华水浒城,湖北
2417,孝感,"113.807883,30.650762",汉川公园,湖北
2418,荆门,"112.195337,31.028393",荆门龙泉公园,湖北
2419,十堰,"111.089357,32.508089",赛武当红色旅游区,湖北
2420,襄阳,"111.464786,31.889998",青龙山熊河,湖北
2421,宜昌,"111.366258,30.433164",宋山森林公园,湖北
2422,宜昌,"111.315507,30.770043",中华鲟园,湖北
2423,黄冈,"114.733617,31.034489",麻城杏花村,湖北
2424,襄阳,"111.329604,32.297525",谷城县五山堰河乡村旅游区,湖北
2425,十堰,"111.144622,32.370723",金蟾峡,湖北
2426,咸宁,"114.327364,29.815275",汉商温泉,湖北
2427,孝感,"114.206899,31.429621",白果树湾新四军五师司令部旧址,湖北
2428,十堰,"110.762401,32.622316",东风汽车工业旅游区,湖北
2429,荆州,"112.230813,30.314561",万寿园,湖北
2430,恩施,"108.744050,30.390120",朝阳洞,湖北
2431,黄冈,"114.656391,31.464792",红安县七里坪镇长胜街景区,湖北
2432,孝感,"114.137793,31.562757",鄂豫边区烈士陵园,湖北
2433,咸宁,"114.302189,29.719907",鸣水泉,湖北
2434,黄石,"115.024724,29.939046",黄石七峰山,湖北
2435,黄冈,"114.874893,30.456080",李四光纪念馆,湖北
2436,宜昌,"111.252890,30.732738",紫阳龙洞,湖北
2437,恩施,"110.340756,31.042324",巴东邓玉麟将军故里旅游区,湖北
2438,黄冈,"115.020653,31.179542",麻城市博物馆,湖北
2439,宜昌,"111.681347,30.784578",玉泉山,湖北
2440,十堰,"111.262576,32.353003",黄龙电厂工业生态旅游区,湖北
2441,黄冈,"115.675120,30.734612",英山烈士陵园,湖北
2442,咸宁,"113.867260,29.549229",崇阳桂花森林公园,湖北
2443,咸宁,"114.121500,29.432500",崇阳县大泉洞景区,湖北
2444,襄阳,"111.411757,32.057423",南河,湖北
2445,恩施,"110.340756,31.042324",巴东寇准文化公园,湖北
2446,恩施,"110.340756,31.042324",巴东链子溪原生态文化旅游区,湖北
2447,深圳,"114.110650,22.542724",地王大厦,广东
2448,清远,"113.109700,24.407046",九州驿站天门沟,广东
2449,茂名,"110.703609,22.455792",茂名天马山,广东
2450,清远,"112.052280,24.718909",金子山原生态旅游风景区,广东
2451,清远,"112.988161,23.748162",清远太和古洞旅游旅游风景区,广东
2452,中山,"113.372129,22.509531",悦来亲子乐园,广东
2453,惠州,"114.100286,23.547754",香溪堡,广东
2454,广州,"113.583777,23.623854",宝趣玫瑰世界,广东
2455,珠海,"114.029916,22.099615",外伶仃岛,广东
2456,广州,"113.173241,23.416921",洪秀全故居,广东
2457,潮州,"116.660445,23.663876",韩文公祠,广东
2458,梅州,"115.657117,23.978279",五华热矿泥山庄,广东
2459,阳江,"111.954530,22.444247",春湾风景区,广东
2460,深圳,"114.468565,22.556183",金沙湾海滨度假区,广东
2461,韶关,"112.985814,24.687183",天井山国家森林公园,广东
2462,广州,"113.867387,23.712862",溪头旅游村,广东
2463,云浮,"112.051757,22.944429",蟠龙洞,广东
2464,广州,"113.911996,23.448169",增城湖心岛,广东
2465,韶关,"113.435291,25.077901",金鸡岭,广东
2466,茂名,"110.832932,22.308278",西江温泉,广东
2467,广州,"113.578977,23.623494",大丘园农庄,广东
2468,梅州,"115.717738,24.098585",神光山,广东
2469,广州,"113.816927,23.288062",增城文化公园,广东
2470,云浮,"111.166838,22.630909",龙湾自然生态村,广东
2471,梅州,"116.307564,24.038603",龙鲸河漂流,广东
2472,汕头,"116.614244,23.181084",海门莲花峰,广东
2473,茂名,"110.996751,21.501043",茂名水东湾第ᅳ滩,广东
2474,湛江,"110.395240,21.027061",东海岛,广东
2475,湛江,"110.863089,21.386679",吉兆湾旅游度假区,广东
2476,揭阳,"116.409824,23.612337",揭东万竹园,广东
2477,湛江,"109.835832,20.555184",天成台度假村,广东
2478,惠州,"114.424798,23.037551",惠州冠和博物馆,广东
2479,广州,"113.826736,23.379065",增城何仙姑景区,广东
2480,河源,"115.515188,24.230380",龙川霍山,广东
2481,梅州,"115.607059,23.948609",益塘水库,广东
2482,湛江,"110.314625,21.703346",鹤地水库,广东
2483,揭阳,"115.970750,23.070830",世铿院,广东
2484,广州,"113.309845,23.144983",十九路军陵园,广东
2485,梅州,"115.933705,24.780998",客家相思谷,广东
2486,湛江,"110.405708,21.198462",湛江三岭山森林公园,广东
2487,广州,"113.803655,23.410982",小楼人家,广东
2488,广州,"113.235991,23.119720",荔湾博物馆,广东
2489,湛江,"110.275886,21.168908",南亚热带植物园,广东
2490,广州,"113.363178,23.196364",广州蓄能水电站旅游度假区,广东
2491,广州,"113.833955,23.382894",何仙姑家庙,广东
2492,梅州,"116.090793,24.321282",西岩茶乡,广东
2493,梅州,"116.651230,24.167610",富大陶瓷工业旅游区,广东
2494,东莞,"113.911660,23.048273",中国圣心糕点博物馆,广东
2495,广州,"113.344092,23.161745",广州气象卫星地面站,广东
2496,南宁,"108.297212,23.039079",伊岭岩,广西
2497,贺州,"111.529357,24.375192",紫云景区,广西
2498,南宁,"108.340325,22.753143",良凤江国家森林公园,广西
2499,南宁,"108.479426,22.966240",凤凰谷,广西
2500,桂林,"110.476643,24.721931",月亮山,广西
2501,桂林,"110.529533,24.917128",兴坪古镇,广西
2502,玉林,"110.393046,22.739227",勾漏洞,广西
2503,桂林,"110.477717,25.903885",资江,广西
2504,桂林,"110.497868,24.775036",阳朔文化古迹山水园,广西
2505,桂林,"110.685407,26.136816",资源天门山,广西
2506,河池,"107.646280,24.068449",七百弄国家地质公园,广西
2507,桂林,"110.076525,25.579628",十二滩漂流,广西
2508,柳州,"109.250406,25.067937",融水龙女沟,广西
2509,南宁,"109.261384,22.679932",横县九龙瀑布群,广西
2510,桂林,"110.495898,24.935623",九马画山,广西
2511,柳州,"109.246739,25.058153",融水老子山,广西
2512,来宾,"110.334481,24.203771",金秀古沙沟生态旅游景区,广西
2513,贺州,"111.355892,24.881176",桂江生态景区,广西
2514,南宁,"108.292159,22.722886",大王滩,广西
2515,钦州,"109.287601,22.418886",六峰山,广西
2516,来宾,"109.896925,23.698272",百崖大峡谷,广西
2517,河池,"108.085261,24.692931",河池小三峡,广西
2518,南宁,"108.261275,23.556570",金伦洞,广西
2519,防城港,"108.354850,21.635808",西湾广场,广西
2520,桂林,"110.321491,25.035420",桂林金银寨景区,广西
2521,河池,"107.626707,24.905305",南丹温泉公园,广西
2522,南宁,"108.983250,23.105052",宾阳蔡氏书香古宅群景区,广西
2523,柳州,"109.175075,24.665550",知青城,广西
2524,河池,"107.173952,24.999107",聚龙大峡谷国家森林公园,广西
2525,柳州,"109.416917,24.226375",都乐岩,广西
2526,柳州,"109.399738,24.467249",柳州市君武森林公园景区,广西
2527,南宁,"108.359118,22.824263",昆仑关,广西
2528,柳州,"109.203507,25.310078",雨卜苗寨,广西
2529,桂林,"110.488226,24.730349",阳朔鉴山寺,广西
2530,百色,"106.569219,24.362398",纳灵洞,广西
2531,梧州,"111.063829,23.188007",蝴蝶谷漂流风景区,广西
2532,南宁,"109.261384,22.679932",横县西津湖,广西
2533,来宾,"108.676119,24.060198",莫土司衙署,广西
2534,桂林,"110.201614,25.238205",龙门瀑布,广西
2535,南宁,"108.321634,22.813506",邓颖超纪念馆,广西
2536,崇左,"106.873893,22.342116",龙州起义纪念馆,广西
2537,柳州,"109.363227,24.450426",柳州花果山,广西
2538,钦州,"108.626582,21.965718",龙门群岛,广西
2539,桂林,"110.290194,25.273566",桂林会仙岩,广西
2540,北海,"109.190330,21.643760",北海合浦汉文化公园,广西
2541,桂林,"110.395287,24.487824",荔浦天河瀑布景区,广西
2542,南宁,"108.355796,22.818548",金花茶公园,广西
2543,桂林,"110.202349,25.898442",大唐湾,广西
2544,桂林,"110.583400,25.200500",大野神境,广西
2545,防城港,"107.976979,21.538382",东兴陈公馆,广西
2546,北海,"109.189800,21.663174",槐园景区,广西
2547,崇左,"107.926679,22.589510",扶绥县逐羊景区,广西
2548,贵港,"109.526841,23.120887",贵港老鸭山庄,广西
2549,百色,"107.077118,23.610624",田东十里莲塘,广西
2550,百色,"106.570019,24.344498",泗城文庙,广西
2551,百色,"107.119327,23.599889",工农民主政府旧址,广西
2552,郑州,"113.142614,34.698106",竹林长寿山景区,河南
2553,郑州,"113.657902,34.820006",郑州海洋馆,河南
2554,洛阳,"112.443201,34.674044",周王城天子驾六博物馆,河南
2555,许昌,"113.827230,34.031120",曹丞相府,河南
2556,郑州,"113.064869,34.680068",青龙山慈云寺,河南
2557,驻马店,"113.835203,32.869860",金顶山,河南
2558,南阳,"111.663362,33.516351",五道幢,河南
2559,郑州,"113.257504,34.634625",环翠峪,河南
2560,三门峡,"110.797911,34.447710",娘娘山,河南
2561,郑州,"113.030303,34.811503",石窟寺,河南
2562,信阳,"115.541821,31.754580",金刚台（猫耳峰）景区,河南
2563,洛阳,"111.844277,34.345737",洛阳花果山,河南
2564,南阳,"112.098951,32.673098",花洲书院,河南
2565,郑州,"113.488855,34.917858",中原影视城,河南
2566,平顶山,"112.345373,33.787103",好运谷,河南
2567,南阳,"113.298288,32.416427",桐柏山淮源,河南
2568,许昌,"113.784430,34.023023",灞陵桥,河南
2569,洛阳,"112.452464,34.643740",洛阳博物馆,河南
2570,郑州,"113.705550,34.766500",黄河富景生态世界,河南
2571,南阳,"111.427985,33.304205",云华蝙蝠洞,河南
2572,洛阳,"111.620325,33.754659",洛阳蝴蝶谷,河南
2573,洛阳,"112.622791,34.830606",龙马负图寺,河南
2574,漯河,"114.020945,33.579426",漯河市沙澧河风景区,河南
2575,郑州,"113.795220,34.679101",金鹭鸵鸟乐园,河南
2576,洛阳,"111.630966,33.955805",天宇红豆杉景区,河南
2577,洛阳,"112.155047,34.954743",始祖山,河南
2578,洛阳,"112.489385,34.679513",洛阳民俗博物馆,河南
2579,安阳,"113.726687,36.092531",黄华神苑,河南
2580,郑州,"113.303277,34.428244",杨树沟,河南
2581,新乡,"113.782441,35.486647",百泉景区,河南
2582,周口,"114.645291,33.631528",周口关帝庙,河南
2583,郑州,"113.686944,34.751544",城隍庙,河南
2584,鹤壁,"114.225620,35.797618",鹤壁金山寺,河南
2585,信阳,"115.457421,31.928903",观音山,河南
2586,濮阳,"115.428000,35.659007",毛楼生态旅游区,河南
2587,洛阳,"112.020981,34.738215",千唐志斋,河南
2588,商丘,"116.583499,34.011046",淮海战役纪念馆,河南
2589,信阳,"114.811402,31.869343",净居寺,河南
2590,周口,"114.966030,33.342320",袁氏旧居,河南
2591,平顶山,"112.363685,33.733153",尧山大峡谷漂流,河南
2592,漯河,"114.023178,33.552787",开源森林公园,河南
2593,三门峡,"110.890900,34.524298",轩瑞温泉水上乐园,河南
2594,南阳,"111.439480,32.793989",坐禅谷,河南
2595,新乡,"113.826408,35.207319",龙泉苑,河南
2596,南阳,"112.945804,33.055683",山陕会馆,河南
2597,郑州,"113.688270,34.748668",文庙,河南
2598,平顶山,"112.827025,34.185956",怪坡景区,河南
2599,南阳,"112.988430,32.433800",唐河石柱山,河南
2600,新乡,"113.925338,35.416572",潞王陵,河南
2601,三门峡,"111.220879,34.554854",甘山国家森林公园,河南
2602,南阳,"112.442831,33.493016",白河漂流,河南
2603,信阳,"114.917168,31.574243",香山湖,河南
2604,商丘,"115.071879,34.445656",睢县北湖,河南
2605,新乡,"114.179179,35.274782",黄河故道森林公园,河南
2606,驻马店,"113.504835,32.761037",铜山湖,河南
2607,南阳,"112.528321,32.990833",南阳石门湖,河南
2608,南阳,"112.553383,32.997991",医圣祠,河南
2609,平顶山,"113.508040,33.192802",祥龙谷景区,河南
2610,郑州,"113.664806,34.896368",郑州花园口,河南
2611,鹤壁,"114.196510,35.608059",摘星台,河南
2612,许昌,"113.506293,34.165748",禹州森林植物园,河南
2613,洛阳,"112.649094,34.810727",王铎故居,河南
2614,南阳,"112.535832,32.990662",汉画馆,河南
2615,平顶山,"113.351065,33.621321",叶县县衙,河南
2616,新乡,"113.929332,35.221689",新乡刘庄,河南
2617,三门峡,"111.200135,34.772493",三门峡大坝,河南
2618,信阳,"114.061746,32.144936",鄂豫皖革命纪念馆,河南
2619,洛阳,"112.794379,34.621589",玄奘故里,河南
2620,洛阳,"112.481387,34.677060",八路军驻洛办事处,河南
2621,郑州,"113.494010,34.944528",三皇山桃花峪,河南
2622,信阳,"114.994434,31.483412",许世友将军故里,河南
2623,周口,"114.413224,34.041777",吉鸿昌将军纪念馆,河南
2624,郑州,"113.135634,34.699635",巩义竹林,河南
2625,商丘,"115.292622,34.825495",王公庄画虎村,河南
2626,郑州,"114.116144,34.734361",河南省农业高新科技园,河南
2627,濮阳,"115.035580,35.698070",挥公陵舜帝宫,河南
2628,信阳,"114.081689,32.117886",华阳湖,河南
2629,焦作,"112.717124,34.904353",韩愈陵园,河南
2630,信阳,"114.903456,32.006952",邓颖超祖居纪念馆,河南
2631,信阳,"114.994434,31.483412",许世友将军纪念馆,河南
2632,濮阳,"114.967535,35.772215",世锦园,河南
2633,郑州,"113.711568,34.724081",国香茶城,河南
2634,南阳,"113.109696,32.451995",何家冲,河南
2635,商丘,"115.533264,34.306095",微子祠,河南
2636,信阳,"114.961240,31.997830",王大湾会议会址纪念馆,河南
2637,漯河,"113.926834,33.764197",陈星聚纪念馆,河南
2638,石家庄,"113.833359,38.119413",仙台山,河北
2639,石家庄,"114.458284,38.076899",石家庄水上公园,河北
2640,邯郸,"114.492801,36.680538",黄梁梦吕仙祠,河北
2641,保定,"115.217850,38.892532",腰山王氏庄园,河北
2642,沧州,"116.548449,38.281089",纪晓岚文化园,河北
2643,邢台,"114.256258,37.104419",天梯山,河北
2644,张家口,"115.291314,40.981202",翠云山,河北
2645,保定,"115.498140,38.857501",古莲花池,河北
2646,张家口,"114.442241,39.805153",暖泉古镇,河北
2647,张家口,"114.720022,41.106924",野狐岭要塞,河北
2648,保定,"116.059220,39.137849",秀水峪,河北
2649,承德,"117.448546,42.441669",河北承德平泉辽河源国家森林公园,河北
2650,廊坊,"116.487497,39.394790",天圆山庄,河北
2651,秦皇岛,"119.759020,40.006924",王家大院,河北
2652,保定,"115.001253,38.515454",定州文庙,河北
2653,保定,"114.829592,38.813808",华峪山庄,河北
2654,唐山,"118.105481,39.960268",京东龙泉谷旅游景区,河北
2655,秦皇岛,"119.498398,39.825938",怪楼奇园,河北
2656,张家口,"114.576888,39.835666",张家口蔚县空中草原,河北
2657,张家口,"114.718500,41.147929",张北坝上中都草原,河北
2658,保定,"114.692581,39.353172",神湖四季滑雪场,河北
2659,唐山,"118.182110,39.624681",唐山抗震纪念馆,河北
2660,唐山,"118.018490,40.285625",禅林寺古银杏风景园,河北
2661,廊坊,"116.723764,39.081609",胜芳古镇,河北
2662,张家口,"115.061992,40.611391",宣化文化古城,河北
